rowid	studyid	popid	speciesid	ord	fam	gen	sp	full_sp	habitat	source	development	acclim_stage	ctm_stage	tsr	sex	stand_lat	lat_bin	mass	all_mass	acclim_temp	cont_temp	acclim_dur	acclim_type	ctlimit	ramp_rate	groupID	treat	treatSD	treatN	cont	contSD	contN	simpctend	data_type	author	title	journal	year	webpage	ARR	var	precision	diff
860	291	247	41	Diptera	Drosophilidae	Drosophila	mojavensis	Drosophila mojavensis	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	29.14	20 - 30	NA	0.414	25	22.5	NA	Constant	Ctmax	0.1	436	42.5305	0.338658	20	42.305	0.349985	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0902	0.00189743	22.95710532	2.5
861	291	247	41	Diptera	Drosophilidae	Drosophila	mojavensis	Drosophila mojavensis	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	29.14	20 - 30	NA	0.414	27.5	25	NA	Constant	Ctmax	0.1	436	42.2875	0.3283752	20	42.5305	0.338658	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.0972	0.001780156	23.7012339	2.5
862	291	247	41	Diptera	Drosophilidae	Drosophila	mojavensis	Drosophila mojavensis	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	29.14	20 - 30	NA	0.414	30	27.5	NA	Constant	Ctmax	0.1	436	43.391	0.1623479	20	42.2875	0.3283752	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.4414	0.001073497	30.52105929	2.5
863	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	15	12.5	NA	Constant	Ctmax	0.1	437	41.02	0.2208596	20	41.204	0.1401653	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.0736	0.000547402	42.74120216	2.5
864	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	17.5	15	NA	Constant	Ctmax	0.1	437	40.1245	0.2814151	20	41.02	0.2208596	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.3582	0.001023787	31.25324496	2.5
865	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	20	17.5	NA	Constant	Ctmax	0.1	437	40.247	0.2259972	20	40.1245	0.2814151	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.049	0.001042154	30.97662835	2.5
866	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	22.5	20	NA	Constant	Ctmax	0.1	437	40.589	0.1311448	20	40.247	0.2259972	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.1368	0.00054619	42.78862286	2.5
867	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	25	22.5	NA	Constant	Ctmax	0.1	437	40.81	0.201964	20	40.589	0.1311448	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0884	0.000463907	46.42847127	2.5
868	291	248	42	Diptera	Drosophilidae	Drosophila	montana	Drosophila montana	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	46.73	40 - 50	NA	1.9375	27.5	25	NA	Constant	Ctmax	0.1	437	40.934	0.2225309	20	40.81	0.201964	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0496	0.000722476	37.20389301	2.5
869	291	249	43	Diptera	Drosophilidae	Drosophila	obscura	Drosophila obscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	50.48	50 - 60	NA	4.559634	15	12.5	NA	Constant	Ctmax	0.1	438	36.665	0.3865025	20	36.3455	0.3354726	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.1278	0.002095408	21.84568472	2.5
870	291	249	43	Diptera	Drosophilidae	Drosophila	obscura	Drosophila obscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	50.48	50 - 60	NA	4.559634	17.5	15	NA	Constant	Ctmax	0.1	438	36.5155	0.1668745	20	36.665	0.3865025	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.0598	0.00141785	26.55735494	2.5
871	291	249	43	Diptera	Drosophilidae	Drosophila	obscura	Drosophila obscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	50.48	50 - 60	NA	4.559634	20	17.5	NA	Constant	Ctmax	0.1	438	36.7965	0.1668997	20	36.5155	0.1668745	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.1124	0.000445621	47.37151121	2.5
872	291	249	43	Diptera	Drosophilidae	Drosophila	obscura	Drosophila obscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	50.48	50 - 60	NA	4.559634	22.5	20	NA	Constant	Ctmax	0.1	438	37.1265	0.1474083	20	36.7965	0.1668997	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.132	0.000396678	50.20894408	2.5
873	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	15	12.5	NA	Constant	Ctmax	0.1	439	39.371	0.1894007	20	39.1885	0.4899009	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.073	0.002207004	21.28621412	2.5
874	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	17.5	15	NA	Constant	Ctmax	0.1	439	38.761	0.3087308	20	39.371	0.1894007	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.244	0.001049499	30.86804016	2.5
875	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	20	17.5	NA	Constant	Ctmax	0.1	439	38.8705	0.2674337	20	38.761	0.3087308	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0438	0.001334684	27.37226809	2.5
876	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	22.5	20	NA	Constant	Ctmax	0.1	439	39.4875	0.3215239	20	38.8705	0.2674337	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.2468	0.001399187	26.73388562	2.5
877	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	25	22.5	NA	Constant	Ctmax	0.1	439	38.9465	0.3372688	20	39.4875	0.3215239	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.2164	0.001737023	23.99370024	2.5
878	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	27.5	25	NA	Constant	Ctmax	0.1	439	39.24053	0.2909844	19	38.9465	0.3372688	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.117612	0.001623029	24.82200774	2.5
879	291	250	47	Diptera	Drosophilidae	Drosophila	simulans	Drosophila simulans	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	31.72	30 - 40	NA	1.188	30	27.5	NA	Constant	Ctmax	0.1	439	39.799	0.1555263	20	39.24053	0.2909844	19	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.223388	0.000906534	33.21298559	2.5
880	291	251	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	55.95	50 - 60	NA	1.586	15	12.5	NA	Constant	Ctmax	0.1	440	39.8645	0.3751978	20	39.17	0.5464816	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.2778	0.003515324	16.86620235	2.5
881	291	251	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	55.95	50 - 60	NA	1.586	17.5	15	NA	Constant	Ctmax	0.1	440	39.995	0.4514829	20	39.8645	0.3751978	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0522	0.002756882	19.04543708	2.5
882	291	251	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	55.95	50 - 60	NA	1.586	20	17.5	NA	Constant	Ctmax	0.1	440	37.0735	0.2679803	20	39.995	0.4514829	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-1.1686	0.002205202	21.2949101	2.5
883	291	251	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	55.95	50 - 60	NA	1.586	22.5	20	NA	Constant	Ctmax	0.1	440	37.957	1.3319756	20	37.0735	0.2679803	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.3534	0.01476778	8.22891166	2.5
884	291	251	48	Diptera	Drosophilidae	Drosophila	subobscura	Drosophila subobscura	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	55.95	50 - 60	NA	1.586	25	22.5	NA	Constant	Ctmax	0.1	440	36.7445	0.4458873	20	37.957	1.3319756	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.485	0.015783796	7.959655513	2.5
885	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	17.5	15	NA	Constant	Ctmax	0.1	441	38.035	0.1717863	20	37.308	0.6317361	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.2908	0.003428808	17.07766145	2.5
886	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	20	17.5	NA	Constant	Ctmax	0.1	441	38.244	0.3022965	20	38.035	0.1717863	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0836	0.00096715	32.15534396	2.5
887	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	22.5	20	NA	Constant	Ctmax	0.1	441	38.2455	0.2729657	20	38.244	0.3022965	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.0006	0.001327148	27.44987623	2.5
888	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	25	22.5	NA	Constant	Ctmax	0.1	441	39.388	0.38197	20	38.2455	0.2729657	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.457	0.001763291	23.81431122	2.5
889	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	27.5	25	NA	Constant	Ctmax	0.1	441	40.0395	0.2024969	20	39.388	0.38197	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.2606	0.001495249	25.86087989	2.5
890	291	252	51	Diptera	Drosophilidae	Drosophila	yakuba	Drosophila yakuba	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	5.44	1-Oct	NA	1.361262825	30	27.5	NA	Constant	Ctmax	0.1	441	39.6215	0.4664003	20	40.0395	0.2024969	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.1672	0.002068274	21.98851888	2.5
891	291	253	101	Diptera	Drosophilidae	Zaprionus	tuberculatus	Zaprionus tuberculatus	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	14.67	Oct-20	NA	1.25	17.5	15	NA	Constant	Ctmax	0.1	442	40.357	0.1655644	20	40.557	0.2097141	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	-0.08	0.000571133	41.84383945	2.5
892	291	253	101	Diptera	Drosophilidae	Zaprionus	tuberculatus	Zaprionus tuberculatus	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	14.67	Oct-20	NA	1.25	20	17.5	NA	Constant	Ctmax	0.1	442	40.47474	0.4873097	19	40.357	0.1655644	20	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.047096	0.002219046	21.22837879	2.5
893	291	253	101	Diptera	Drosophilidae	Zaprionus	tuberculatus	Zaprionus tuberculatus	Terrestrial	Laboratory	Holo	Whole life	Adult	between	Male	14.67	Oct-20	NA	1.25	22.5	20	NA	Constant	Ctmax	0.1	442	40.532	0.353607	20	40.47474	0.4873097	19	No response to stimulus	Depository - calculated in R	"Schou, M"	Linear reaction norms of thermal limits in Drosophila: predictable plasticity in cold but not in heat tolerance	Functional Ecology	2017	https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12782	0.022904	0.003000057	18.2572454	2.5
